id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,trip_duration,pickup_neighborhood,dropoff_neighborhood
366,2,2016-01-01 00:58:43,2016-01-01 01:46:11,1,12.08,-73.9947662354,40.7554550171,-73.8418121338,40.6854705811,1,2848.0,P,T
367,2,2016-01-01 00:58:50,2016-01-01 01:05:36,2,1.02,-73.9751281738,40.7521362305,-73.9794616699,40.7440452576,2,406.0,AD,Y
368,1,2016-01-01 00:58:50,2016-01-01 01:31:26,2,5.8,-73.9863739014,40.7644081116,-73.9629135132,40.7172279358,1,1956.0,AR,Z
369,2,2016-01-01 00:58:58,2016-01-01 01:12:03,5,2.27,-73.9588623047,40.7089385986,-73.9239578247,40.6984100342,1,785.0,Z,E
370,2,2016-01-01 00:59:00,2016-01-01 01:08:59,1,2.14,-73.9482116699,40.7764472961,-73.9678192139,40.79246521,1,599.0,AM,U
371,1,2016-01-01 00:59:26,2016-01-01 01:06:21,1,1.4,-73.9496765137,40.8224334717,-73.9561538696,40.8046875,2,415.0,AL,AH
372,2,2016-01-01 00:59:29,2016-01-01 01:13:59,5,4.83,-73.9404296875,40.7508583069,-73.9367599487,40.8022994995,1,870.0,AN,J
373,2,2016-01-01 00:59:39,2016-01-01 01:29:22,1,8.15,-73.9684906006,40.7989807129,-73.9844970703,40.7107086182,2,1783.0,U,AC
375,1,2016-01-01 01:00:05,2016-01-01 01:16:56,1,3.3,-73.9589614868,40.7680130005,-73.989151001,40.7263679504,1,1011.0,K,H
376,2,2016-01-01 01:00:26,2016-01-01 01:28:11,1,4.39,-73.9959945679,40.7672996521,-73.9944534302,40.7203979492,2,1665.0,P,X
377,2,2016-01-01 01:00:37,2016-01-01 01:29:54,1,4.66,-73.9948883057,40.7594413757,-74.0144577026,40.7047386169,2,1757.0,P,AU
378,1,2016-01-01 01:00:50,2016-01-01 01:12:19,3,1.4,-74.0034103394,40.7498092651,-73.9807281494,40.7428817749,1,689.0,AG,Y
379,1,2016-01-01 01:01:09,2016-01-01 01:22:36,2,3.3,-73.9912796021,40.7651824951,-73.9957809448,40.7388916016,1,1287.0,P,AP
380,2,2016-01-01 01:01:22,2016-01-01 01:14:16,3,1.74,-73.968460083,40.8018531799,-73.9538879395,40.7870521545,1,774.0,AH,C
381,1,2016-01-01 01:01:55,2016-01-01 01:11:04,1,2.7,-73.9662246704,40.7537841797,-73.9567718506,40.7842330933,2,549.0,N,C
382,2,2016-01-01 01:02:11,2016-01-01 01:08:39,1,0.34,-73.9191589355,40.7669067383,-73.9166183472,40.7697563171,2,388.0,W,W
383,1,2016-01-01 01:02:28,2016-01-01 01:22:38,1,2.3,-74.0028610229,40.7604446411,-73.9721679688,40.7498855591,2,1210.0,P,AD
384,1,2016-01-01 01:02:34,2016-01-01 01:21:12,3,3.2,-73.9544067383,40.775604248,-73.9789810181,40.7655944824,1,1118.0,AM,AR
385,2,2016-01-01 01:02:34,2016-01-01 01:15:07,1,0.83,-73.9911499023,40.7579231262,-73.9910430908,40.7658576965,2,753.0,AA,P
386,1,2016-01-01 01:02:34,2016-01-01 01:22:07,2,4.1,-74.0065155029,40.7386207581,-73.9757766724,40.7866897583,2,1173.0,Q,I
387,1,2016-01-01 01:02:52,2016-01-01 01:05:00,1,0.5,-73.9270553589,40.7037200928,-73.9331665039,40.7093276978,2,128.0,E,E
388,1,2016-01-01 01:02:53,2016-01-01 01:23:47,4,4.1,-74.000213623,40.7346305847,-73.9644699097,40.774055481,1,1254.0,AB,O
389,2,2016-01-01 01:03:07,2016-01-01 01:35:08,1,4.92,-73.9937362671,40.7620391846,-74.016242981,40.7047195435,2,1921.0,P,AU
390,2,2016-01-01 01:03:14,2016-01-01 01:24:37,1,6.7,-73.9339523315,40.7114105225,-73.9800796509,40.6627616882,1,1283.0,E,M
391,2,2016-01-01 01:03:24,2016-01-01 01:29:52,2,5.37,-73.9944534302,40.7182922363,-73.9750900269,40.7511482239,1,1588.0,X,AD
392,2,2016-01-01 01:03:38,2016-01-01 01:19:31,2,2.43,-73.9629669189,40.7633018494,-73.9631729126,40.7632713318,1,953.0,AK,AK
393,2,2016-01-01 01:04:01,2016-01-01 01:11:12,1,0.98,-73.9910736084,40.7236213684,-73.9852981567,40.7178192139,2,431.0,AC,AC
394,1,2016-01-01 01:04:01,2016-01-01 01:29:37,1,4.6,-73.981880188,40.7463417053,-73.9533996582,40.7159347534,2,1536.0,AO,Z
395,2,2016-01-01 01:04:04,2016-01-01 01:08:20,1,0.68,-73.9791183472,40.7403488159,-73.9853210449,40.7317886353,1,256.0,Y,AT
396,2,2016-01-01 01:04:11,2016-01-01 01:22:03,6,2.76,-73.9946060181,40.7691307068,-73.9727401733,40.7492218018,1,1072.0,P,AD
397,2,2016-01-01 01:04:14,2016-01-01 01:37:21,1,14.61,-73.9261627197,40.7721061707,-73.9277038574,40.6759262085,2,1987.0,W,E
398,2,2016-01-01 01:04:30,2016-01-01 01:13:47,2,2.16,-73.9953231812,40.728553772,-74.0138244629,40.7023200989,2,557.0,H,AU
399,1,2016-01-01 01:04:32,2016-01-01 01:21:45,4,2.5,-73.9885787964,40.7468605042,-73.9743804932,40.7228240967,1,1033.0,AO,AT
400,2,2016-01-01 01:04:54,2016-01-01 01:15:44,2,4.09,-73.9899291992,40.7231788635,-73.992149353,40.6993904114,1,650.0,AC,AS
401,2,2016-01-01 01:05:10,2016-01-01 01:18:57,1,3.19,-73.9796905518,40.7840805054,-73.9440002441,40.8096389771,1,827.0,I,AL
402,2,2016-01-01 01:05:20,2016-01-01 01:13:31,2,1.01,-73.9888381958,40.7270889282,-73.992980957,40.7144699097,2,491.0,H,AC
403,2,2016-01-01 01:05:25,2016-01-01 01:20:26,5,3.24,-73.9856414795,40.7442588806,-73.9887466431,40.7776908875,2,901.0,AO,AV
405,2,2016-01-01 01:05:35,2016-01-01 01:11:51,3,1.05,-73.9887542725,40.7374076843,-73.9897689819,40.725692749,1,376.0,R,H
407,1,2016-01-01 01:05:57,2016-01-01 01:12:36,4,1.4,-73.9836120605,40.7498054504,-74.0027160645,40.7486839294,2,399.0,AO,AG
408,2,2016-01-01 01:05:59,2016-01-01 01:18:49,2,3.54,-73.9729995728,40.7526702881,-73.9400482178,40.7977600098,2,770.0,AD,J
409,1,2016-01-01 01:06:16,2016-01-01 01:16:12,1,2.2,-74.0023269653,40.7388038635,-74.0094833374,40.7105026245,2,596.0,Q,AU
410,1,2016-01-01 01:06:35,2016-01-01 01:39:46,1,10.9,-73.9424362183,40.7907676697,-73.9418182373,40.8130531311,2,1991.0,J,AL
411,1,2016-01-01 01:06:37,2016-01-01 01:12:49,2,0.9,-73.9757614136,40.7611503601,-73.9609985352,40.7574577332,1,372.0,A,N
414,1,2016-01-01 01:06:47,2016-01-01 01:19:07,4,1.7,-73.9836044312,40.7258644104,-74.0018386841,40.7409858704,1,740.0,AT,Q
415,1,2016-01-01 01:06:51,2016-01-01 01:14:46,2,1.4,-73.9784622192,40.7624549866,-73.9716949463,40.7503929138,2,475.0,A,AD
416,1,2016-01-01 01:06:57,2016-01-01 01:19:44,1,3.7,-73.9440612793,40.7203140259,-73.9499359131,40.6763267517,1,767.0,Z,AW
417,2,2016-01-01 01:06:57,2016-01-01 01:12:28,2,0.86,-73.9733200073,40.7554016113,-73.9769134521,40.7626419067,2,331.0,AD,A
418,2,2016-01-01 01:07:00,2016-01-01 01:18:12,1,0.91,-73.9841918945,40.7649002075,-73.9705810547,40.7647018433,2,672.0,AR,AK
419,1,2016-01-01 01:07:26,2016-01-01 01:39:56,3,8.2,-74.0007553101,40.7360038757,-73.9359436035,40.8171043396,1,1950.0,AB,AL
420,2,2016-01-01 01:07:32,2016-01-01 01:23:10,6,1.6,-74.005569458,40.739440918,-73.9875106812,40.748008728,2,938.0,Q,AO
421,1,2016-01-01 01:08:00,2016-01-01 01:16:44,1,2.1,-73.9809341431,40.7823944092,-73.9679641724,40.8046760559,2,524.0,I,AH
422,1,2016-01-01 01:08:47,2016-01-01 01:11:46,1,0.6,-73.9964447021,40.7533912659,-74.0022964478,40.7469367981,1,179.0,D,AG
423,1,2016-01-01 01:08:49,2016-01-01 01:20:24,1,3.1,-73.9598617554,40.8009300232,-73.9892807007,40.7631568909,1,695.0,AH,AA
424,1,2016-01-01 01:08:56,2016-01-01 01:22:24,1,2.4,-73.980758667,40.7816047668,-73.9500808716,40.7840995789,1,808.0,AV,C
425,2,2016-01-01 01:09:05,2016-01-01 01:30:46,2,2.16,-73.977897644,40.7762413025,-73.9968795776,40.7504615784,2,1301.0,AV,D
426,1,2016-01-01 01:09:08,2016-01-01 01:39:35,3,8.5,-73.9827346802,40.7394065857,-73.9543914795,40.6725006104,1,1827.0,R,AW
427,2,2016-01-01 01:09:10,2016-01-01 01:15:44,1,1.1,-73.9683532715,40.7550315857,-73.9813690186,40.7480010986,1,394.0,N,AO
428,1,2016-01-01 01:09:11,2016-01-01 01:29:10,1,4.6,-73.9968795776,40.6849632263,-74.0064163208,40.7381744385,2,1199.0,AS,Q
429,1,2016-01-01 01:09:16,2016-01-01 01:38:44,4,4.4,-73.9577331543,40.7220878601,-73.9985275269,40.7321662903,2,1768.0,Z,AB
430,1,2016-01-01 01:09:22,2016-01-01 01:25:42,2,3.3,-73.9824295044,40.7754745483,-73.9429244995,40.7874984741,2,980.0,AV,C
431,2,2016-01-01 01:09:26,2016-01-01 01:16:25,3,1.88,-73.9694137573,40.7551651001,-73.9504318237,40.7754058838,2,419.0,N,AM
432,2,2016-01-01 01:09:35,2016-01-01 01:16:43,3,1.23,-73.9920730591,40.7217102051,-73.9850616455,40.7362213135,2,428.0,AC,R
433,1,2016-01-01 01:09:41,2016-01-01 01:22:25,2,2.5,-73.9731521606,40.7901382446,-73.9396820068,40.7901763916,1,764.0,U,J
434,1,2016-01-01 01:09:47,2016-01-01 01:24:51,2,2.1,-73.9945602417,40.7506828308,-73.9892196655,40.7744522095,1,904.0,D,AV
435,2,2016-01-01 01:09:49,2016-01-01 01:20:27,1,1.42,-73.9789428711,40.7497901917,-73.987663269,40.7327308655,1,638.0,AD,H
436,1,2016-01-01 01:09:49,2016-01-01 01:10:04,1,0.6,-73.9529266357,40.77967453,-73.9524993896,40.780254364,2,15.0,C,C
437,2,2016-01-01 01:10:13,2016-01-01 01:23:33,2,2.05,-73.9650115967,40.7951278687,-73.9692993164,40.7911109924,2,800.0,U,U
438,1,2016-01-01 01:10:21,2016-01-01 01:24:09,1,2.1,-73.9793701172,40.7371864319,-73.972618103,40.7566070557,2,828.0,Y,N
439,2,2016-01-01 01:10:37,2016-01-01 01:17:56,1,1.8,-73.9721832275,40.6774368286,-73.9806442261,40.6572723389,1,439.0,V,M
440,1,2016-01-01 01:10:38,2016-01-01 01:16:57,1,1.6,-73.9599456787,40.7733840942,-73.9746780396,40.7529754639,2,379.0,O,AD
441,1,2016-01-01 01:10:39,2016-01-01 01:32:03,1,2.5,-73.9783782959,40.7367553711,-73.978477478,40.7619056702,1,1284.0,Y,A
442,2,2016-01-01 01:10:44,2016-01-01 01:32:51,4,4.74,-73.9749526978,40.7928581238,-73.9918365479,40.7441711426,1,1327.0,U,AP
443,2,2016-01-01 01:10:47,2016-01-01 01:40:48,5,1.44,-73.979309082,40.7558059692,-73.9922943115,40.759223938,2,1801.0,AD,P
444,2,2016-01-01 01:10:50,2016-01-01 01:25:38,1,7.01,-73.9920272827,40.7698783875,-73.9306793213,40.8482208252,2,888.0,AR,S
445,1,2016-01-01 01:10:52,2016-01-01 01:26:29,2,3.8,-73.9596099854,40.6776351929,-73.9451293945,40.7216682434,2,937.0,AW,Z
446,1,2016-01-01 01:11:01,2016-01-01 01:17:35,2,1.1,-73.9681396484,40.8013458252,-73.978012085,40.7863578796,1,394.0,AH,I
447,2,2016-01-01 01:11:15,2016-01-01 01:23:26,1,2.9,-73.9538192749,40.7788200378,-73.9630203247,40.8060188293,1,731.0,C,AH
448,1,2016-01-01 01:11:43,2016-01-01 01:17:05,1,0.9,-73.981803894,40.7714538574,-73.9914855957,40.7654037476,1,322.0,AV,P
449,2,2016-01-01 01:11:47,2016-01-01 01:28:07,5,2.09,-73.9948730469,40.7448501587,-73.9769515991,40.7266960144,2,980.0,AP,AT
450,2,2016-01-01 01:12:04,2016-01-01 01:22:51,1,0.99,-73.9780960083,40.7569351196,-73.9847869873,40.7454414368,2,647.0,AD,AO
451,1,2016-01-01 01:12:20,2016-01-01 01:21:13,2,1.3,-73.9701690674,40.7639541626,-73.9697952271,40.7521820068,1,533.0,AK,N
452,1,2016-01-01 01:12:25,2016-01-01 01:21:11,2,2.7,-73.9644546509,40.7607688904,-73.959312439,40.7437858582,2,526.0,AK,AN
453,2,2016-01-01 01:12:26,2016-01-01 01:16:29,2,0.54,-73.9897994995,40.7255935669,-73.9835586548,40.7258605957,2,243.0,H,AT
454,1,2016-01-01 01:12:35,2016-01-01 01:18:58,1,0.8,-73.9902572632,40.7514648438,-73.9779815674,40.7456283569,2,383.0,D,Y
455,1,2016-01-01 01:12:38,2016-01-01 01:16:22,1,0.7,-73.9883880615,40.7187156677,-73.9850845337,40.7279396057,2,224.0,AC,AT
456,2,2016-01-01 01:12:48,2016-01-01 01:18:44,2,1.38,-73.9704208374,40.7640266418,-73.9556808472,40.7735862732,2,356.0,AK,O
457,2,2016-01-01 01:12:58,2016-01-01 01:14:53,1,0.61,-73.9559783936,40.7760887146,-73.9496002197,40.7819213867,1,115.0,O,C
459,1,2016-01-01 01:13:11,2016-01-01 01:19:56,3,0.8,-73.9853515625,40.7186279297,-73.9915237427,40.7268486023,1,405.0,AC,H
460,1,2016-01-01 01:13:14,2016-01-01 01:26:17,1,1.5,-73.9819564819,40.7583618164,-73.9851837158,40.7418136597,2,783.0,AA,R
461,1,2016-01-01 01:13:34,2016-01-01 01:36:43,1,4.4,-73.7940292358,40.6567077637,-73.7940292358,40.6567077637,1,1389.0,G,G
462,2,2016-01-01 01:13:50,2016-01-01 01:26:58,1,2.25,-73.9766159058,40.788230896,-73.9940643311,40.7631950378,2,788.0,I,P
463,2,2016-01-01 01:13:54,2016-01-01 01:20:49,1,1.36,-73.9812850952,40.7527313232,-73.9805450439,40.7381782532,2,415.0,AD,Y
465,1,2016-01-01 01:14:16,2016-01-01 01:23:44,1,1.0,-73.9811477661,40.750579834,-73.9711151123,40.7496986389,1,568.0,AD,AD
466,2,2016-01-01 01:14:24,2016-01-01 01:23:06,6,1.14,-74.0042266846,40.7476081848,-73.9986495972,40.7612686157,1,522.0,AG,P
467,1,2016-01-01 01:14:26,2016-01-01 02:05:17,2,10.4,-73.9644622803,40.802444458,-73.970741272,40.6862220764,1,3051.0,AH,V
468,2,2016-01-01 01:14:41,2016-01-01 01:30:48,2,3.09,-73.9841995239,40.764881134,-73.9423294067,40.7487106323,2,967.0,AR,AN
469,1,2016-01-01 01:14:47,2016-01-01 01:21:37,1,1.0,-73.9676589966,40.7562065125,-73.978553772,40.7460212708,2,410.0,N,Y
470,1,2016-01-01 01:14:48,2016-01-01 01:23:28,1,1.3,-73.9902496338,40.7250556946,-73.9971466064,40.7368507385,2,520.0,H,AP
471,2,2016-01-01 01:14:49,2016-01-01 01:24:56,1,1.27,-74.0033187866,40.7239494324,-73.9946670532,40.720500946,1,607.0,X,X
472,2,2016-01-01 01:14:51,2016-01-01 01:19:52,6,0.69,-73.9547348022,40.7749252319,-73.9567871094,40.7715377808,2,301.0,AM,K
473,2,2016-01-01 01:14:57,2016-01-01 01:16:59,1,0.3,-73.9489746094,40.7775535583,-73.9530258179,40.7799682617,1,122.0,AM,C
474,2,2016-01-01 01:15:05,2016-01-01 01:36:10,1,3.91,-73.987449646,40.7198181152,-73.9560546875,40.7677536011,1,1265.0,AC,K
475,2,2016-01-01 01:15:10,2016-01-01 01:21:33,6,1.31,-73.9763793945,40.7399215698,-73.9732208252,40.754650116,1,383.0,Y,AD
476,2,2016-01-01 01:15:15,2016-01-01 01:25:48,2,1.61,-73.9906005859,40.7403640747,-73.9775619507,40.7520294189,1,633.0,R,AD
477,2,2016-01-01 01:15:15,2016-01-01 01:47:55,2,8.75,-73.9929199219,40.7581481934,-73.9156036377,40.8355102539,2,1960.0,P,S
478,1,2016-01-01 01:15:18,2016-01-01 01:21:02,2,0.8,-73.9814758301,40.7465515137,-73.9797134399,40.7548789978,2,344.0,AO,AD
479,2,2016-01-01 01:15:35,2016-01-01 01:45:34,1,6.49,-73.9838104248,40.7675628662,-73.9127883911,40.7679290771,2,1799.0,AR,W
480,2,2016-01-01 01:15:39,2016-01-01 01:35:06,6,5.3,-73.9612960815,40.7701263428,-73.9858932495,40.7228012085,1,1167.0,O,AC
481,2,2016-01-01 01:16:04,2016-01-01 01:18:35,1,0.2,-73.99193573,40.7443504333,-73.990524292,40.7460403442,2,151.0,AP,D
482,2,2016-01-01 01:16:06,2016-01-01 01:22:59,2,1.43,-73.9769134521,40.7518234253,-73.9608078003,40.7612266541,1,413.0,AD,K
483,1,2016-01-01 01:16:16,2016-01-01 01:21:57,1,1.6,-73.9540023804,40.7705535889,-73.9730377197,40.7844314575,1,341.0,K,I
484,1,2016-01-01 01:16:20,2016-01-01 01:17:00,1,1.2,-73.9496078491,40.6801948547,-73.9496078491,40.6801948547,1,40.0,AW,AW
485,2,2016-01-01 01:16:26,2016-01-01 01:34:43,2,3.25,-74.0065536499,40.7446746826,-73.9693374634,40.7635154724,2,1097.0,Q,AK
486,2,2016-01-01 01:16:27,2016-01-01 01:24:39,1,1.77,-73.9680480957,40.8010787964,-73.9841384888,40.7829971313,1,492.0,AH,AV
487,2,2016-01-01 01:16:33,2016-01-01 01:33:25,1,3.01,-73.9274215698,40.7529907227,-73.8783111572,40.7561988831,2,1012.0,L,AJ
488,1,2016-01-01 01:16:41,2016-01-01 01:22:16,1,0.7,-73.9850311279,40.7478752136,-73.9794235229,40.7413597107,1,335.0,AO,Y
489,1,2016-01-01 01:16:48,2016-01-01 01:21:54,1,1.6,-73.9746170044,40.7624473572,-73.9590454102,40.781036377,2,306.0,A,O
490,1,2016-01-01 01:17:08,2016-01-01 01:40:21,1,3.4,-73.9787216187,40.73670578,-73.992149353,40.7707557678,1,1393.0,Y,AR
491,2,2016-01-01 01:17:09,2016-01-01 01:35:30,2,3.42,-73.9679794312,40.755531311,-73.9929885864,40.7681007385,1,1101.0,N,P
492,2,2016-01-01 01:17:15,2016-01-01 01:28:59,1,1.36,-73.9869613647,40.7693939209,-73.9962234497,40.7535705566,2,704.0,AR,D
493,2,2016-01-01 01:17:33,2016-01-01 01:22:05,1,0.61,-73.9834365845,40.7658996582,-73.9741668701,40.7647590637,1,272.0,AR,A
494,1,2016-01-01 01:17:36,2016-01-01 01:36:23,3,2.4,-73.9545516968,40.7780952454,-73.9692611694,40.8006210327,2,1127.0,AM,U
495,1,2016-01-01 01:17:36,2016-01-01 01:29:38,1,4.1,-73.9891586304,40.7263679504,-73.949005127,40.727684021,1,722.0,H,Z
496,2,2016-01-01 01:17:41,2016-01-01 01:42:54,1,4.22,-73.9479751587,40.7536888123,-73.9899368286,40.7606010437,2,1513.0,AN,AA
497,2,2016-01-01 01:17:43,2016-01-01 01:53:26,1,5.9,-73.9761581421,40.7600440979,-73.9490814209,40.7111358643,1,2143.0,A,Z
498,1,2016-01-01 01:17:44,2016-01-01 01:22:48,1,1.1,-73.9809341431,40.7827186584,-73.972328186,40.7963867188,2,304.0,I,U
499,2,2016-01-01 01:17:52,2016-01-01 01:29:20,2,1.55,-73.9872589111,40.7476768494,-73.9853591919,40.7318229675,1,688.0,AO,AT
500,2,2016-01-01 01:17:53,2016-01-01 01:47:24,2,17.99,-73.7818069458,40.6448249817,-73.9737625122,40.7564125061,2,1771.0,G,AD
501,1,2016-01-01 01:17:59,2016-01-01 01:40:27,1,7.9,-73.9709320068,40.756980896,-73.9211425781,40.6980628967,2,1348.0,N,E
502,1,2016-01-01 01:18:00,2016-01-01 01:21:45,2,0.3,-73.9830932617,40.7305526733,-73.9875106812,40.7327804565,1,225.0,AT,H
503,2,2016-01-01 01:18:01,2016-01-01 01:32:05,6,4.73,-73.9590072632,40.8196792603,-73.9939422607,40.7622795105,1,844.0,AL,P
504,1,2016-01-01 01:18:04,2016-01-01 01:23:06,1,1.5,-73.955291748,40.7767372131,-73.9409713745,40.7933692932,1,302.0,O,J
505,1,2016-01-01 01:18:17,2016-01-01 01:25:16,2,1.6,-73.996963501,40.7224235535,-73.9940948486,40.7411651611,1,419.0,X,AP
506,1,2016-01-01 01:18:20,2016-01-01 01:29:18,1,2.3,-73.9538345337,40.7751998901,-73.9722137451,40.7465057373,1,658.0,AM,Y
507,2,2016-01-01 01:18:36,2016-01-01 01:29:18,2,1.39,-73.9900588989,40.7327919006,-73.9977493286,40.7464599609,2,642.0,H,AP
508,2,2016-01-01 01:18:40,2016-01-01 01:40:11,2,4.71,-73.9616622925,40.6751823425,-74.0068283081,40.6789321899,1,1291.0,AW,M
509,2,2016-01-01 01:18:41,2016-01-01 01:32:50,1,3.89,-73.968711853,40.7633056641,-73.9227142334,40.7674636841,2,849.0,AK,W
510,2,2016-01-01 01:18:53,2016-01-01 01:29:48,1,4.24,-73.9817276001,40.7325325012,-74.0116653442,40.7044487,1,655.0,AT,AU
511,2,2016-01-01 01:18:59,2016-01-01 01:27:55,2,2.39,-73.970375061,40.7523384094,-73.9498443604,40.779586792,1,536.0,N,AM
512,1,2016-01-01 01:18:59,2016-01-01 01:47:44,2,6.6,-74.0039749146,40.7519302368,-73.9518508911,40.8243484497,1,1725.0,AG,AL
514,2,2016-01-01 01:19:09,2016-01-01 01:45:05,5,8.3,-73.9995117188,40.7440109253,-73.9411392212,40.8390083313,2,1556.0,AP,S
515,1,2016-01-01 01:19:11,2016-01-01 01:34:10,1,3.1,-73.9947814941,40.7702102661,-73.9538345337,40.7671928406,1,899.0,P,K
516,2,2016-01-01 01:19:26,2016-01-01 01:21:34,1,0.56,-73.9948730469,40.7604255676,-73.9895782471,40.7676696777,2,128.0,P,AR
517,2,2016-01-01 01:19:27,2016-01-01 01:37:17,5,3.07,-73.9510498047,40.7750701904,-73.983833313,40.7489700317,1,1070.0,AM,AO
518,2,2016-01-01 01:19:31,2016-01-01 01:38:03,2,2.97,-73.9813156128,40.7211418152,-73.9946594238,40.7453308105,2,1112.0,AC,AP
519,2,2016-01-01 01:19:43,2016-01-01 01:24:46,6,1.36,-73.9677886963,40.7714309692,-73.9817504883,40.7783699036,1,303.0,AK,AV
520,2,2016-01-01 01:19:53,2016-01-01 01:37:56,1,3.03,-73.9846115112,40.7543716431,-74.0059127808,40.7270812988,2,1083.0,AA,AB
521,2,2016-01-01 01:19:53,2016-01-01 01:33:50,1,2.76,-73.9484939575,40.7740745544,-73.968132019,40.7995681763,1,837.0,AM,U
522,2,2016-01-01 01:20:09,2016-01-01 01:26:28,1,0.78,-74.00415802,40.7334213257,-74.0097198486,40.7383804321,2,379.0,AB,Q
523,1,2016-01-01 01:20:24,2016-01-01 01:39:27,1,4.5,-73.9812469482,40.7332611084,-73.9521713257,40.7868804932,1,1143.0,AT,C
524,2,2016-01-01 01:20:31,2016-01-01 01:26:55,1,2.66,-73.9819259644,40.7107849121,-73.992729187,40.6981086731,2,384.0,AC,AS
525,2,2016-01-01 01:20:43,2016-01-01 01:40:46,1,5.39,-73.9172058105,40.7705879211,-73.9604492188,40.8065872192,2,1203.0,W,AH
526,2,2016-01-01 01:20:51,2016-01-01 01:25:44,1,0.7,-73.9892044067,40.7189865112,-73.9842453003,40.7249336243,1,293.0,AC,AT
527,1,2016-01-01 01:20:55,2016-01-01 01:44:12,4,4.4,-73.9500045776,40.7800331116,-73.9838943481,40.7255210876,2,1397.0,AM,AT
528,2,2016-01-01 01:20:56,2016-01-01 01:24:01,1,0.49,-73.998916626,40.7341804504,-73.9936218262,40.7303695679,1,185.0,AB,H
529,2,2016-01-01 01:21:02,2016-01-01 01:33:55,2,1.82,-73.9637680054,40.7612304688,-73.9856567383,40.75182724,2,773.0,AK,AO
530,1,2016-01-01 01:21:02,2016-01-01 01:40:43,1,4.9,-73.9504470825,40.7110137939,-73.8644332886,40.7100067139,2,1181.0,Z,B
531,1,2016-01-01 01:21:11,2016-01-01 01:36:03,3,4.8,-74.0044784546,40.7073745728,-73.9850921631,40.7470817566,2,892.0,AU,AO
532,2,2016-01-01 01:21:13,2016-01-01 01:43:09,1,5.76,-73.9944000244,40.7507553101,-73.934173584,40.7710990906,1,1316.0,D,W
533,1,2016-01-01 01:21:25,2016-01-01 01:46:11,4,3.9,-73.9842453003,40.7648925781,-73.9820404053,40.7280960083,1,1486.0,AR,AT
534,2,2016-01-01 01:21:34,2016-01-01 01:30:53,2,1.49,-73.9643249512,40.7646102905,-73.9832305908,40.7701683044,1,559.0,AK,AR
535,2,2016-01-01 01:21:36,2016-01-01 01:31:29,1,1.01,-73.9674987793,40.7562561035,-73.9803771973,40.7544364929,2,593.0,N,AD
536,2,2016-01-01 01:21:36,2016-01-01 01:31:03,1,1.45,-73.9502563477,40.8065452576,-73.9643859863,40.810546875,2,567.0,AH,AH
537,2,2016-01-01 01:21:45,2016-01-01 01:46:30,2,2.81,-73.9814224243,40.7584838867,-73.9806594849,40.7305107117,2,1485.0,AA,AT
538,1,2016-01-01 01:21:52,2016-01-01 01:36:34,1,2.3,-73.96900177,40.7986030579,-73.9473495483,40.7799835205,2,882.0,U,AM
540,1,2016-01-01 01:22:04,2016-01-01 01:26:43,1,0.8,-73.9666671753,40.8043212891,-73.9734649658,40.7937278748,1,279.0,AH,U
541,1,2016-01-01 01:22:10,2016-01-01 01:24:53,1,0.2,-73.9569015503,40.7835426331,-73.9533233643,40.7854423523,2,163.0,C,C
542,2,2016-01-01 01:23:03,2016-01-01 01:52:07,1,4.43,-73.9808578491,40.7677116394,-74.0073623657,40.7271270752,2,1744.0,AR,AB
544,1,2016-01-01 01:23:18,2016-01-01 01:28:17,3,0.7,-73.9765548706,40.7643203735,-73.9695739746,40.7571792603,2,299.0,A,N
545,2,2016-01-01 01:23:25,2016-01-01 01:46:34,1,2.37,-73.9783706665,40.7369155884,-73.9961166382,40.7584686279,2,1389.0,Y,P
548,1,2016-01-01 01:23:45,2016-01-01 01:33:44,1,2.4,-73.9659194946,40.7620620728,-73.9713363647,40.7862358093,2,599.0,AK,I
549,2,2016-01-01 01:23:46,2016-01-01 01:45:29,4,2.4,-73.9764633179,40.7521018982,-73.9906463623,40.7661399841,2,1303.0,AD,AR
550,2,2016-01-01 01:23:53,2016-01-01 01:53:18,1,7.94,-73.9925994873,40.6654968262,-73.911819458,40.7017059326,1,1765.0,M,E
551,2,2016-01-01 01:24:10,2016-01-01 01:41:26,6,3.32,-73.9658508301,40.7543182373,-74.0073471069,40.7394218445,2,1036.0,N,Q
552,1,2016-01-01 01:24:14,2016-01-01 01:35:18,2,2.6,-73.9718399048,40.7944831848,-73.9537506104,40.7708511353,1,664.0,U,K
553,1,2016-01-01 01:24:17,2016-01-01 01:46:46,2,4.2,-73.9716262817,40.7824401855,-74.0075531006,40.7429428101,1,1349.0,I,Q
554,2,2016-01-01 01:24:37,2016-01-01 01:37:07,2,2.0,-73.9760971069,40.7763328552,-73.970664978,40.7985954285,1,750.0,AV,U
555,1,2016-01-01 01:24:53,2016-01-01 01:33:41,1,1.5,-73.9819946289,40.7240600586,-73.9817276001,40.7391700745,1,528.0,AT,Y
556,2,2016-01-01 01:25:00,2016-01-01 01:30:02,1,1.6,-73.9806976318,40.7815895081,-73.9658584595,40.8002815247,1,302.0,AV,AH
557,2,2016-01-01 01:25:04,2016-01-01 01:28:17,1,0.71,-73.9675598145,40.7562332153,-73.9755783081,40.7522354126,2,193.0,N,AD
